0,1,2,3
3698,Crisaborole,MAP kinase-activated protein kinase 5,6.41
3699,AMG-131,NADP-dependent fatty aldehyde dehydrogenase,6.41
3700,2'-Deoxyuridine,Sulfotransferase 1C4,6.40
3701,"4-[(3-CHLORO-4-{[(2R)-3,3,3-TRIFLUORO-2-HYDROXY-2-METHYLPROPANOYL]AMINO}PHENYL)SULFONYL]-N,N-DIMETHYLBENZAMIDE",Inositol-3-phosphate synthase 1,6.40
3702,"1,2-Dipalmitoyl-Phosphatidyl-Glycerole",Muscarinic acetylcholine receptor M1,6.40
3703,"(10R)-10-formyl-5,8,10-trideazafolic acid",Interleukin-2 receptor subunit beta,6.40
3704,Arctigenin,D-allose-binding periplasmic protein,6.40
3705,"8-Hydroxy-2-oxa-bicyclo[3.3.1]non-6-ene-3,5-dicarboxylic acid",Glucosamine-6-phosphate deaminase 1,6.40
3706,(1R)-3-chloro-1-phenylpropan-1-ol,Calcitonin receptor,6.40
3707,DCFBC,IgG receptor FcRn large subunit p51,6.40
3708,2-Aminobenzyl alcohol,DNA topoisomerase 1,6.40
3709,1-[6-(2-CHLORO-4-METHYXYPHENOXY)-HEXYL]-IMIDAZOLE,Histamine H1 receptor,6.40
3710,Bithionol,Glioma pathogenesis-related protein 1,6.40
3711,Aurothioglucose,"6,7-dimethyl-8-ribityllumazine synthase 2",6.40
3712,5-deoxyflavanone,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase",6.40
3713,(S)-N-(3-Indol-1-Yl-2-Methyl-Propyl)-4-Sulfamoyl-Benzamide,Alpha-aminoadipic semialdehyde dehydrogenase,6.40
3714,Benzoxonium,Porphobilinogen deaminase,6.40
3715,5'-O-(N-Ethyl-Sulfamoyl)Adenosine,"Cellulose 1,4-beta-cellobiosidase (reducing end) CelS",6.40
3716,Aspartic acid,"Cytochrome b-c1 complex subunit 1, mitochondrial",6.40
3717,(2S)-2-amino-5-oxo-5-[(4-phenylmethoxyphenyl)amino]pentanoic acid,Methylmalonic aciduria and homocystinuria type C protein,6.40
3718,Armodafinil,Thiosulfate sulfurtransferase,6.40
3719,Cinaciguat,Nucleophosmin,6.40
3720,Bfpet F-18,Atrial natriuretic peptide receptor 3,6.40
3721,2-Aminophenol,Membrane primary amine oxidase,6.40
3722,"2,5-dichloro-N-(3,5-dibromo-4-hydroxyphenyl)benzamide",Tubulin alpha-1A chain,6.40
3723,"3-(4-CHLOROPHENYL)-5-(METHYLTHIO)-4H-1,2,4-TRIAZOLE",Natriuretic peptides B,6.40
3724,Apararenone,Proline iminopeptidase,6.40
3725,Betamethasone phosphate,"2-oxo-1,2-dihydroquinoline 8-monooxygenase, oxygenase component",6.40
3726,Brivudine,TGF-beta-activated kinase 1 and MAP3K7-binding protein 1,6.39
3727,(2E)-3-(2-OCT-1-YN-1-YLPHENYL)ACRYLIC ACID,Vitronectin,6.39
3728,6-[2-(1H-INDOL-6-YL)ETHYL]PYRIDIN-2-AMINE,Glucose-1-phosphate cytidylyltransferase,6.39
3729,4-Deoxy-D-Mannuronic Acid,Iron ABC transporter substrate-binding protein,6.39
3730,(2S)-2-(4-ethylphenoxy)-3-phenylpropanoic acid,Kynurenine--oxoglutarate transaminase 3,6.39
3731,3-pyridin-4-yl-1H-indazole,Triggering receptor expressed on myeloid cells 1,6.39
3732,5-HYDROXY-2-(4-HYDROXYPHENYL)-1-BENZOFURAN-7-CARBONITRILE,Kynureninase,6.39
3733,Carbaryl,Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform,6.39
3734,"3-methyl-N-(pyridin-4-ylmethyl)imidazo[1,2-a]pyrazin-8-amine",Trypsin-1,6.39
3735,"2',3'-Dideoxycytidine-5'-Monophosphate",30S ribosomal protein S12,6.39
3736,3-O-Methylfructose in Linear Form,"Isobutyryl-CoA dehydrogenase, mitochondrial",6.39
3737,Aspartyl-Adenosine-5'-Monophosphate,"Cytochrome b-c1 complex subunit 6, mitochondrial",6.39
3738,5'-O-(L-Cysteinylsulfamoyl)adenosine,Beta-glucanase,6.39
3739,2-Amino-1H-benzimidazol-5-ol,Calcium-activated potassium channel subunit alpha-1,6.39
3740,1-Naphthoxyacetic acid,"Sucrase-isomaltase, intestinal",6.39
3741,"4-{[(Z)-(5-oxo-2-phenyl-1,3-oxazol-4(5H)-ylidene)methyl]amino}butanoic acid",Photoactive yellow protein,6.39
3742,(2S)-2-(biphenyl-4-yloxy)-3-phenylpropanoic acid,Acidic amino acid decarboxylase GADL1,6.39
3743,"{[5-(5-nitro-2-furyl)-1,3,4-oxadiazol-2-yl]thio}acetic acid",Osteocalcin,6.39
3744,"9-DEAZAINOSINE-2',3'-O-ETHYLIDENEPHOSPHONATE",Sucrose porin,6.39
3745,"7-{2,6-DICHLORO-4-[3-(2-CHLORO-BENZOYL)-UREIDO]-PHENOXY}-HEPTANOIC ACID",Cyclase,6.39
3746,"4-{[(E)-2-(5-CHLOROTHIEN-2-YL)VINYL]SULFONYL}-1-(1H-PYRROLO[3,2-C]PYRIDIN-2-YLMETHYL)PIPERAZIN-2-ONE",Macrophage migration inhibitory factor,6.39
3747,4-(Acetylamino)-3-[(Hydroxyacetyl)Amino]Benzoic Acid,Dihydroxyacetone kinase,6.39
3748,"4,5-bis(4-methoxyphenyl)-2-thiophen-2-yl-1H-imidazole",Sulfotransferase 1A1,6.39
3749,"2',4'-DICHLORO-4-HYDROXY-1,1'-BIPHENYL-3-CARBOXYLIC ACID",Solute carrier family 22 member 8,6.39
3750,1-{[(1E)-(3-HYDROXY-2-METHYL-5-{[(TRIHYDROXY-LAMBDA^5^-PHOSPHANYL)OXY]METHYL}PYRIDIN-4-YL)METHYLIDENE]AMINO}UNDECAN-2-ONE,ATP-sensitive inward rectifier potassium channel 1,6.39
3751,3-CHLORO-2-(4-HYDROXYPHENYL)-2H-INDAZOL-5-OL,Insulin-like growth factor-binding protein complex acid labile subunit,6.39
3752,"6-(5-BROMO-2-HYDROXYPHENYL)-2-OXO-4-PHENYL-1,2-DIHYDROPYRIDINE-3-CARBONITRILE",Cytosol aminopeptidase,6.39
3753,Capadenoson,30S ribosomal protein S20,6.38
3754,1-hydroperoxy-L-tryptophan,Serum albumin,6.38
3755,Deferasirox,T-cell surface glycoprotein CD3 delta chain,6.38
3756,(5-(PYRIDIN-3-YL)FURAN-2-YL)METHANAMINE,"Glutamate receptor ionotropic, kainate 1",6.38
3757,4-{[4-(1-CYCLOPROPYL-2-METHYL-1H-IMIDAZOL-5-YL)PYRIMIDIN-2-YL]AMINO}-N-METHYLBENZENESULFONAMIDE,Lethal factor,6.38
3758,"4-(Aminosulfonyl)-N-[(2,5-Difluorophenyl)Methyl]-Benzamide",4-hydroxy-3-methylbut-2-enyl diphosphate reductase,6.38
3759,"5-Phenylsulfanyl-2,4-Quinazolinediamine",Cellulase B,6.38
3760,1h-Benoximidazole-2-Carboxylic Acid,D-alanyl-D-alanine carboxypeptidase DacA,6.38
3761,"(5R,6S,8S)-8-[3-(AMINOMETHYL)PHENYL]-6-HYDROXY-5-ISOPROPYL-3-OXO-1-PHENYL-2,7-DIOXA-4-AZA-6-PHOSPHANONAN-9-OIC ACID 6-OXIDE",Maleylacetoacetate isomerase,6.38
3762,7-thionicotinamide-adenine-dinucleotide phosphate,Cytochrome c oxidase subunit 6B1,6.38
3763,"4-{[5-(CYCLOHEXYLAMINO)[1,2,4]TRIAZOLO[1,5-A]PYRIMIDIN-7-YL]AMINO}BENZENESULFONAMIDE",Pol polyprotein,6.38
3764,Bis(Adenosine)-5'-Triphosphate,Myeloblastin,6.38
3765,1-Deoxy-1-methoxycarbamido-beta-D-gluco-2-heptulopyranosonamide,Quinone oxidoreductase,6.38
3766,Cambinol,Calcium/calmodulin-dependent protein kinase type 1G,6.38
3767,"2,6-dicarboxynaphthalene",Macrophage metalloelastase,6.38
3768,Arsthinol,Acetylglutamate kinase,6.38
3769,Bendazac,Cyclic pyranopterin monophosphate synthase,6.38
3770,Canfosfamide,30S ribosomal protein S16,6.38
3771,3-O-Methyl-d-glucose,UDP-N-acetylmuramate--L-alanine ligase,6.38
3772,1-Benzyl-3-(4-Methoxy-Benzenesulfonyl)-6-Oxo-Hexahydro-Pyrimidine-4-Carboxylic Acid Hydroxyamide,Dihydropteroate synthase,6.38
3773,[(2-Ethoxy-1-Naphthoyl)Amino]Methylboronic Acid,Cytochrome c oxidase subunit NDUFA4,6.38
3774,"4-(Aminosulfonyl)-N-[(2,4-Difluorophenyl)Methyl]-Benzamide",Isopentenyl-diphosphate Delta-isomerase 1,6.38
3775,Coenzyme F420,Serine/threonine-protein kinase 38-like,6.38
3776,3-Aminomethyl-Pyridinium-Adenine-Dinucleotide,Complement component C8 alpha chain,6.37
3777,Beta-D-Glucose,Ig alpha-2 chain C region,6.37
3778,"(2S)-2-({4-[(2S)-1-(2-Amino-4-oxo-1,4-dihydro-6-quinazolinyl)-3-{[2-({(2R,3R,4S,5R)-3,4-dihydroxy-5-[(phosphonooxy)methyl]tetrahydro-2-furanyl}amino)-2-oxoethyl]amino}-2-hydroxy-2-propanyl]benzoyl}ami no)pentanedioic acid",Aromatic-L-amino-acid decarboxylase,6.37
3779,"{4-[3-(6,7-Diethoxy-Quinazolin-4-Ylamino)-Phenyl]-Thiazol-2-Yl}-Methanol",Serine/threonine-protein kinase receptor R3,6.37
3780,"Compound 5, 2-(Naphthalen-1-Yl-Oxalyl-Amino)-Benzoicacid",Tyrosine-protein kinase receptor TYRO3,6.37
3781,7-alpha-D-Ribofuranosyl-2-aminopurine-5'-phosphate,NADP-dependent isopropanol dehydrogenase,6.37
3782,"2,2':6',2''-Terpyridine Platinum(Ii)","Solute carrier family 2, facilitated glucose transporter member 2",6.37
3783,"4-bromo-N'-[(1E)-(3,5-dibromo-2,4-dihydroxyphenyl)methylidene]benzohydrazide",Parvalbumin alpha,6.37
3784,(4-fluorophenyl)(pyridin-4-yl)methanone,Metabotropic glutamate receptor 7,6.37
3785,"{4-Amino-2-[(4-methoxyphenyl)amino]-1,3-thiazol-5-yl}(4-methoxyphenyl)methanone",Cytosolic purine 5'-nucleotidase,6.37
3786,Ataluren,Ig kappa chain V-I region Bi,6.37
3787,ABP-700,Estradiol 17-beta-dehydrogenase 11,6.37
3788,"5-benzyl-1,3-thiazol-2-amine",Delta-aminolevulinic acid dehydratase,6.37
3789,ABX-464,Urease subunit gamma,6.37
3790,(2S)-hydroxy(4-hydroxyphenyl)ethanoic acid,Monocarboxylate transporter 6,6.37
3791,Benzethidine,Delta-hemolysin,6.37
3792,"1,4-dithio-alpha-D-glucopyranose",Sialidase-2,6.37
3793,"(4r)-2-Methylpentane-2,4-Diol",Excitatory amino acid transporter 5,6.37
3794,Caprylic acid,DNA-directed RNA polymerase subunit omega,6.37
3795,Cilofexor,Serine/arginine-rich splicing factor 4,6.37
3796,3-Amino-3-Oxopropanoic Acid,Apolipoprotein A-IV,6.37
3797,6-(Oxalyl-Amino)-1h-Indole-5-Carboxylic Acid,Ubiquitin-conjugating enzyme E2 D2,6.37
3798,Carvedilol,Proteasome subunit alpha type-2,6.37
3799,"4-[4-(4-methoxyphenyl)-5-methyl-1H-pyrazol-3-yl]benzene-1,3-diol",Dual adapter for phosphotyrosine and 3-phosphotyrosine and 3-phosphoinositide,6.37
3800,Atracurium besylate,Penicillin-binding protein 2,6.37
3801,"2-(3,4-Dihydro-3-Oxo-2h-Benzo[B][1,4]Thiazin-2-Yl)-N-Hydroxyacetamide",Serine/threonine-protein kinase mTOR,6.37
3802,"4-{[5-(CYCLOHEXYLOXY)[1,2,4]TRIAZOLO[1,5-A]PYRIMIDIN-7-YL]AMINO}BENZENESULFONAMIDE",Phosphocarrier protein HPr,6.37
3803,Biphenyl dimethyl dicarboxylate,Platelet-derived growth factor D,6.37
3804,3-Methoxybenzamide,m7GpppX diphosphatase,6.37
3805,"2-(2,4-DICHLOROPHENOXY)-5-(PYRIDIN-2-YLMETHYL)PHENOL",Histamine H4 receptor,6.37
3806,Cinoxacin,Pyruvate kinase,6.37
3807,"2,4-Dihydroxy-7-(Methyloxy)-2h-1,4-Benzoxazin-3(4h)-One",Beta-lactamase,6.37
3808,4-(2-methoxyethoxy)-6-methylpyrimidin-2-amine,Cyclopropane mycolic acid synthase 2,6.36
3809,"(2-AMINO-1,3-OXAZOL-5-YL)-(3-BROMOPHENYL)METHANONE",Collagen alpha-1(I) chain,6.36
3810,alpha-L-iduronic acid,Threonine--tRNA ligase,6.36
3811,"4,5-Dehydro-L-Iduronic Acid",Bile salt sulfotransferase,6.36
3812,"5-(4-METHOXYBIPHENYL-3-YL)-1,2,5-THIADIAZOLIDIN-3-ONE 1,1-DIOXIDE",Profilin-2,6.36
3813,"2-Amino-4h-1,3-Benzoxathiin-4-Ol","Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial",6.36
3814,"(5E)-14-CHLORO-15,17-DIHYDROXY-4,7,8,9,10,11-HEXAHYDRO-2-BENZOXACYCLOPENTADECINE-1,12(3H,13H)-DIONE",Delta-1-pyrroline-5-carboxylate synthase,6.36
3815,(3-Chloro-4-Propoxy-Phenyl)-Acetic Acid,Lysine-specific demethylase 5D,6.36
3816,D-Allopyranose,Nectin-4,6.36
3817,"4-tert-butyl-N'-[(1E)-(3,5-dibromo-2,4-dihydroxyphenyl)methylidene]benzohydrazide","Organic hydroperoxide resistance protein, putative",6.36
3818,Anthranilic acid,Free methionine-R-sulfoxide reductase,6.36
3819,"2',6'-Dichloro-Biphenyl-2,6-Diol",Adenosine deaminase,6.36
3820,2-METHYLTHIO-N6-ISOPENTENYL-ADENOSINE-5'-MONOPHOSPHATE,Sterol O-acyltransferase 1,6.36
3821,Beta-D-Glucopyranose Spirohydantoin,Arginine deiminase,6.36
3822,Beta-Hydroxyaspartic Acid,Aurora kinase B,6.36
3823,Alpha-Ribazole-5'-Phosphate,Iodotyrosine deiodinase 1,6.36
3824,"1-[4-(AMINOSULFONYL)PHENYL]-1,6-DIHYDROPYRAZOLO[3,4-E]INDAZOLE-3-CARBOXAMIDE",Alpha-1B adrenergic receptor,6.36
3825,4-Carbamoyl-4-{[6-(Difluoro-Phosphono-Methyl)-Naphthalene-2-Carbonyl]-Amino}-Butyric Acid,Arginine N-succinyltransferase subunit alpha,6.36
3826,"4,5-Dehydro-D-Glucuronic Acid",Heparan sulfate glucosamine 3-O-sulfotransferase 3A1,6.36
3827,Alclofenac,FMN-dependent NADH-azoreductase,6.36
3828,"(3S)-4-{[4-(BUT-2-YNYLOXY)PHENYL]SULFONYL}-N-HYDROXY-2,2-DIMETHYLTHIOMORPHOLINE-3-CARBOXAMIDE",Peroxisome proliferator-activated receptor gamma,6.36
3829,"3-(3,5-Dibromo-4-Hydroxy-Benzoyl)-2-Ethyl-Benzofuran-6-Sulfonic Acid Dimethylamide",Cytochrome b,6.36
3830,"[4-(5-naphthalen-2-yl-1H-pyrrolo[2,3-b]pyridin-3-yl)phenyl]acetic acid",Retinol dehydrogenase 11,6.36
3831,5-fluoro-beta-L-gulosyl fluoride,Cholesterol oxidase,6.36
3832,6-{4-[4-(4-CHLOROPHENYL)PIPERIDIN-4-YL]PHENYL}-9H-PURINE,Cytochrome c oxidase subunit 2,6.36
3833,Bufexamac,Endothelin-converting enzyme 1,6.36
3834,"7-methyl-7,8-dihydroguanosine-5'-diphosphate",Cytochrome c oxidase subunit 3,6.35
3835,Butyl alcohol,Histone deacetylase-like amidohydrolase,6.35
3836,2-(ETHOXYMETHYL)-4-(4-FLUOROPHENYL)-3-[2-(2-HYDROXYPHENOXY)PYRIMIDIN-4-YL]ISOXAZOL-5(2H)-ONE,Proto-oncogene tyrosine-protein kinase receptor Ret,6.35
3837,Ceftazidime BATSI,Proto-oncogene tyrosine-protein kinase ROS,6.35
3838,"4-(4-CHLORO-PHENYL)-1-{3-[2-(4-FLUORO-PHENYL)-[1,3]DITHIOLAN-2-YL]-PROPYL}-PIPERIDIN-4-OL",DNA adenine methylase,6.35
3839,Balsalazide,3-phosphoshikimate 1-carboxyvinyltransferase,6.35
3840,"[(3S)-3-(Methylcarbamoyl)-2-{[(2-methyl-2-propanyl)oxy]carbonyl}-1,2,3,4-tetrahydro-7-isoquinolinyl]sulfamic acid",NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4,6.35
3841,Carbazole,Gag polyprotein,6.35
3842,"(3S)-1-(1,3-BENZODIOXOL-5-YLMETHYL)-3-[4-(1H-IMIDAZOL-1-YL)PHENOXY]PIPERIDINE",5'-AMP-activated protein kinase catalytic subunit alpha-1,6.35
3843,2-[(2-methoxy-5-methylphenoxy)methyl]pyridine,"Carnitine O-palmitoyltransferase 1, liver isoform",6.35
3844,beta-D-glucuronic acid,"Deoxyuridine 5'-triphosphate nucleotidohydrolase, putative",6.35
3845,"2-(5-HYDROXY-NAPHTHALEN-1-YL)-1,3-BENZOOXAZOL-6-OL",Sphingomyelin phosphodiesterase,6.35
3846,Carisbamate,CAI-1 autoinducer synthase,6.35
3847,beta-D-Galactopyranuronic acid,Bifunctional ligase/repressor BirA,6.35
3848,2-{5-[3-(7-PROPYL-3-TRIFLUOROMETHYLBENZO[D]ISOXAZOL-6-YLOXY)PROPOXY]INDOL-1-YL}ETHANOIC ACID,6-pyruvoyl tetrahydrobiopterin synthase,6.35
3849,Bifonazole,Alpha-galactosidase A,6.35
3850,Aceclofenac,Protein RecA,6.35
3851,Bisphenol A diglycidyl ether,Squalene synthase,6.35
3852,"4-(1,3-Benzodioxol-5-Yl)-5-(5-Ethyl-2,4-Dihydroxyphenyl)-2h-Pyrazole-3-Carboxylic Acid",Botulinum neurotoxin type B,6.35
3853,CGS-27023,Stress-induced-phosphoprotein 1,6.35
3854,D-[(N-Hydroxyamino)Carbonyl]Phenylalanine,26S protease regulatory subunit 6A,6.35
3855,Aminosalicylic acid,Cytochrome c oxidase subunit 1,6.35
3856,{4-[3-(4-acetyl-3-hydroxy-2-propylphenoxy)propoxy]phenoxy}acetic acid,Serine/threonine-protein kinase A-Raf,6.35
3857,"(S)-butane-1,3-diol",Aldo-keto reductase family 1 member C2,6.35
3858,6-o-Capryloylsucrose,Decaprenyl diphosphate synthase,6.35
3859,3-Methylpyridine,Follistatin,6.35
3860,AZD-1236,Outer membrane protein X,6.35
3861,Casimiroin,Proteasome subunit alpha type-4,6.35
3862,"1,2,3,4-Tetrahydro-Isoquinoline-7-Sulfonic Acid Amide",Amine oxidase [flavin-containing] B,6.35
3863,CA4P,Poly [ADP-ribose] polymerase 3,6.35
3864,5-methylcytidine 5'-monophosphate,Beta-amylase,6.34
3865,4-(4-HYDROXYPHENYL)-1-NAPHTHALDEHYDE OXIME,Aclacinomycin 10-hydroxylase RdmB,6.34
3866,"2-((3',5'-DIMETHOXY-4'-HYDROXYPHENYL)AZO)BENZOIC ACID",Peptidoglycan synthase FtsI,6.34
3867,Bezafibrate,Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha,6.34
3868,3-(Oxalyl-Amino)-Naphthalene-2-Carboxylic Acid,Microtubule-associated protein 4,6.34
3869,2-Oxobutanoic Acid,Transient receptor potential cation channel subfamily M member 4,6.34
3870,Cinchophen,Multidrug resistance protein,6.34
3871,"3,4-Dichloroisocoumarin",Tyrosine-protein kinase BTK,6.34
3872,"5-(2-Fluoro-5-{(1E)-3-[3-hydroxy-2-(methoxycarbonyl)phenoxy]-1-propen-1-yl}phenyl)-1,2-oxazole-3-carboxylic acid",Cyclin-dependent-like kinase 5,6.34
3873,5-Bromonicotinamide,Adenylate dimethylallyltransferase,6.34
3874,4-(4-CHLOROPHENYL)-4-[4-(1H-PYRAZOL-4-YL)PHENYL]PIPERIDINE,Cyclopropane mycolic acid synthase 3,6.34
3875,BX-528,Dual specificity protein kinase CLK3,6.34
3876,3-({2-[(4-{[6-(CYCLOHEXYLMETHOXY)-9H-PURIN-2-YL]AMINO}PHENYL)SULFONYL]ETHYL}AMINO)PROPAN-1-OL,C-C motif chemokine 2,6.34
3877,"(2S)-2-amino-3-phenylpropane-1,1-diol","Methylmalonyl-CoA mutase, mitochondrial",6.34
3878,Cloxyquin,Receptor tyrosine-protein kinase erbB-3,6.34
3879,5-Bromothienyldeoxyuridine,tRNA dimethylallyltransferase,6.34
3880,2-((4'-HYDROXYNAPHTHYL)-AZO)BENZOIC ACID,Potassium channel subfamily K member 1,6.34
3881,3-{[(1r)-1-Benzyl-2-Sulfanylethyl]Amino}-3-Oxopropanoic Acid,Protein disulfide-isomerase A3,6.34
3882,"2,3-diphenyl-1H-indole-7-carboxylic acid",Alpha-1-acid glycoprotein 1,6.34
3883,3'-O-N-Octanoyl-a-D-Glucopyranosyl-B-D-Fructofuranoside,Pentaerythritol tetranitrate reductase,6.34
3884,6-Hydroxypropylthymine,Cyclic nucleotide-gated potassium channel mll3241,6.34
3885,"1,4-dithio-beta-D-glucopyranose",Motilin receptor,6.34
3886,4-Methyl-N-[5-(5-methyl-furan-2-ylmethylene)-4-oxo-thiazolidin-2-ylidene]-benzenesulfonamide,Acetyl transferase,6.34
3887,"(2R)-N-{4-[Ethyl(phenyl)sulfamoyl]-2-methylphenyl}-3,3,3-trifluoro-2-hydroxy-2-methylpropanamide",Carcinoembryonic antigen-related cell adhesion molecule 1,6.34
3888,Cinazepam,P-type Ca2+-transporting ATPase,6.33
3889,3-[(3-Nitrophenyl)sulfamoyl]-2-thiophenecarboxylic acid,Voltage-dependent anion-selective channel protein 1,6.33
3890,Dansylamide,Cholecystokinin,6.33
3891,"4,5-Dihydroxy-Tetrahydro-Pyran-2-Carboxylic Acid",Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1,6.33
3892,"[3,5-Dibromo-4-(4-Hydroxy-3-Phenethylcarbamoyl-Phenoxy)-Phenyl]-Acetic Acid","Alanine--tRNA ligase, cytoplasmic",6.33
3893,Apricoxib,2-amino-3-ketobutyrate coenzyme A ligase,6.33
3894,4-[[(2S)-1-[[6-[(1-Amino-1-oxo-3-sulfanylpropan-2-yl)amino]-6-oxohexyl]amino]-3-[4-[difluoro(phosphono)methyl]phenyl]-1-oxopropan-2-yl]amino]-3-[[2-[4-[difluoro(phosphono)methyl]phenyl]acetyl]amino]-4-oxobutanoic acid,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",6.33
3895,[1-(1-Benzyl-3-Hydroxy-2-Oxo-Propylcarbamoyl)-2-Phenyl-Ethyl]-Carbamic Acid Benzyl Ester,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial",6.33
3896,AN-2718,B-N-acetylhexosaminidase,6.33
3897,"2-DEOXY-3,4-BIS-O-[3-(4-HYDROXYPHENYL)PROPANOYL]-L-THREO-PENTARIC ACID",Tumor necrosis factor-inducible gene 6 protein,6.33
3898,"2-[4-(2,4-Dichlorophenoxy)Phenoxy]Propanoic Acid",Heat shock protein HSP 90-alpha,6.33
3899,Cysteine,Bcl2-associated agonist of cell death,6.33
3900,"1,N6-Ethenoadenine",Ryanodine receptor 1,6.33
3901,"3,7-DIHYDROXYNAPHTHALENE-2-CARBOXYLIC ACID",Kallikrein-1,6.33
3902,"5-[1-(4-methoxyphenyl)-1H-benzimidazol-6-yl]-1,3,4-oxadiazole-2(3H)-thione",Aspartate 1-decarboxylase,6.33
3903,Deacetylbisacodyl,Dystrophin,6.33
3904,Brincidofovir,Potassium voltage-gated channel subfamily D member 1,6.33
3905,benzyl (2-oxopropyl)carbamate,dTDP-epi-vancosaminyltransferase,6.33
3906,Dasabuvir,Replicase polyprotein 1ab,6.33
3907,11-MERCAPTOUNDECANOIC ACID,Reverse transcriptase/RNaseH,6.33
3908,2-Bromohypoxanthine,Matrix metalloproteinase-16,6.33
3909,Adenosine-5'-Propylphosphate,FAD-linked sulfhydryl oxidase ALR,6.33
3910,4-hydroxybutan-2-one,Bifunctional adenosylcobalamin biosynthesis protein CobU,6.32
3911,"4-(1,3-BENZODIOXOL-5-YLOXY)-2-[4-(1H-IMIDAZOL-1-YL)PHENOXY]-6-METHYLPYRIMIDINE",2-dehydro-3-deoxyphosphooctonate aldolase,6.32
3912,3-Methyl-5-Sulfo-Pyrrolidine-2-Carboxylic Acid,Major NAD(P)H-flavin oxidoreductase,6.32
3913,2-(aminomethyl)phenol,Mineralocorticoid receptor,6.32
3914,Benfotiamine,Chaperone protein TorD,6.32
3915,Daidzin,Mesothelin,6.32
3916,3-[(4'-cyanobiphenyl-4-yl)oxy]-N-hydroxypropanamide,Interleukin-5,6.32
3917,Berkelium,"3-hydroxyanthranilate 3,4-dioxygenase",6.32
3918,5-PENTYL-2-PHENOXYPHENOL,Fucose-binding lectin PA-IIL,6.32
3919,Broxuridine,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase,6.32
3920,"5,7,2â€²-trihydroxy-6,8-dimethoxyflavone",Phosphatidylinositol transfer protein alpha isoform,6.32
3921,4-(1H-IMIDAZOL-1-YL)PHENOL,UDP-glucose 6-dehydrogenase,6.32
3922,1-Palmitoyl-2-oleoyl-sn-glycero-3-(phospho-rac-(1-glycerol)),G protein-activated inward rectifier potassium channel 1,6.32
3923,Bromochlorosalicylanilide,Inorganic pyrophosphatase,6.32
3924,(1R)-2-PHENYLACETAMIDO-2-(3-CARBOXYPHENYL)ETHYL BORONIC ACID,Lutropin-choriogonadotropic hormone receptor,6.32
3925,(+)-1-bromo-2-propanol,Complement C1q subcomponent subunit B,6.32
3926,"4-{4-[4-(3-AMINOPROPOXY)PHENYL]-1H-PYRAZOL-5-YL}-6-CHLOROBENZENE-1,3-DIOL",Putrescine-binding periplasmic protein,6.32
3927,1-(4-thiophen-2-ylphenyl)methanamine,Nucleoside 2-deoxyribosyltransferase,6.32
3928,6-(Dihydroxy-Isobutyl)-Thymine,Gag-Pro-Pol polyprotein,6.32
3929,"4-O-{4,6-O-[(1S)-1-Carboxyethylidene]-Î²-D-mannopyranosyl}-D-glucopyranuronic acid",Phosphomannomutase/phosphoglucomutase,6.32
3930,"{3-[(5-CHLORO-1,3-BENZOTHIAZOL-2-YL)METHYL]-2,4-DIOXO-3,4-DIHYDROPYRIMIDIN-1(2H)-YL}ACETIC ACID","Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",6.32
3931,"3,5-diiodothyropropionic acid",T-lymphocyte activation antigen CD80,6.32
3932,[5-HYDROXY-2-(4-HYDROXYPHENYL)-1-BENZOFURAN-7-YL]ACETONITRILE,Protein kinase C beta type,6.32
3933,2-(4-(2-((3-(5-(PYRIDIN-2-YLTHIO)THIAZOL-2-YL)UREIDO)METHYL)-1H-IMIDAZOL-4-YL)PHENOXY)ACETIC ACID,"1,3-beta-glucan synthase component FKS1",6.32
3934,[1-(3-hydroxy-2-oxo-1-phenethyl-propylcarbamoyl)2-phenyl-ethyl]-carbamic acid pyridin-4-ylmethyl ester,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4-like 2,6.32
3935,6-hydroxy-FAD,"Pyruvate, phosphate dikinase",6.32
3936,(S)-Hmg-Coa,4-trimethylaminobutyraldehyde dehydrogenase,6.31
3937,5-(4-CYANOPHENYL)-3-{[(2-METHYLPHENYL)SULFONYL]AMINO}THIOPHENE-2-CARBOXYLIC ACID,Hypoxanthine-guanine-xanthine phosphoribosyltransferase,6.31
3938,2-((9H-PURIN-6-YLTHIO)METHYL)-5-CHLORO-3-(2-METHOXYPHENYL)QUINAZOLIN-4(3H)-ONE,Potassium voltage-gated channel subfamily H member 6,6.31
3939,"6-Chloropurine Riboside, 5'-Monophosphate",60S ribosomal protein L37,6.31
3940,8-azaxanthine,Chloramphenicol acetyltransferase 3,6.31
3941,alpha-Naphthoflavone,Uracil-DNA glycosylase inhibitor,6.31
