Name,Smiles,drugbank_id
Testosterone phenylpropionate,[H][C@@]12CC[C@H](OC(=O)CCC3=CC=CC=C3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,DB16003
Butedronic acid,OC(=O)CC(C(P(O)(O)=O)P(O)(O)=O)C(O)=O,DB16004
Triacetin,CC(=O)OCC(COC(C)=O)OC(C)=O,DB16005
Zinc DL-aspartate,[Zn++].[NH3+]C(CC([O-])=O)C([O-])=O.[NH3+]C(CC([O-])=O)C([O-])=O,DB16006
Nifekalant,CN1C(=O)C=C(NCCN(CCO)CCCC2=CC=C(C=C2)[N+]([O-])=O)N(C)C1=O,DB16008
LX-7101,CN(C)C(=O)OC1=CC(NC(=O)C2(CN)CCN(CC2)C2=C3C(C)=CNC3=NC=N2)=CC=C1,DB16009
Levophencynonate,[H][C@]12CCC[C@]([H])(CN(C)C1)C2OC(=O)C(O)(C1CCCC1)C1=CC=CC=C1,DB16011
Celivarone,CCCCN(CCCC)CCCC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=C1C=C(C=C2)C(=O)OC(C)C,DB16012
SER-100,CC(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(N)=O,DB16013
Bicyclol,COC(=O)C1=C(C2=C(OCO2)C(OC)=C1)C1=C(CO)C=C(OC)C2=C1OCO2,DB16014
Bisphosphocin Nu-3,CCCCOP(O)(=O)OC[C@H]1O[C@H](C[C@@H]1OP(O)(=O)OCCCC)N1C=C(C)C(=O)NC1=O,DB16015
Histamine glutarimide,O=C1CCCC(=O)N1CCC1=CN=CN1,DB16016
Gallium Ga-68 gozetotide,[68Ga+3].OC(=O)CC[C@H](NC(=O)N[C@@H](CCCCNC(=O)CCCCCNC(=O)CCC1=CC(CN(CCN(CC([O-])=O)CC2=C(O)C=CC(CCC([O-])=O)=C2)CC([O-])=O)=C(O)C=C1)C(O)=O)C(O)=O,DB16019
Ketocaine,CCCC(=O)C1=C(OCCN(C(C)C)C(C)C)C=CC=C1,DB16020
Levosulpiride,CCN1CCC[C@H]1CNC(=O)C1=CC(=CC=C1OC)S(N)(=O)=O,DB16021
Thenyldiamine,CN(C)CCN(CC1=CSC=C1)C1=CC=CC=N1,DB16022
Monophosphothiamine,[Cl-].CC1=C(CCOP(O)(O)=O)SC=[N+]1CC1=CN=C(C)N=C1N,DB16023
Indocyanine green,[Na+].CC1(C)\C(=C/C=C/C=C/C=C/C2=[N+](CCCCS([O-])(=O)=O)C3=CC=C4C=CC=CC4=C3C2(C)C)N(CCCCS([O-])(=O)=O)C2=CC=C3C=CC=CC3=C12,DB16024
Arginine PCA,OC(=O)[C@@H]1CCC(=O)N1.N[C@@H](CCCNC(N)=N)C(O)=O,DB16025
NCX-1000,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(=O)OC1=CC=C(\C=C\C(=O)OCCCCO[N+]([O-])=O)C=C1OC,DB16026
alpha-Hydroxylinoleic acid,CCCCC\C=C/C\C=C/CCCCCCC(O)C(O)=O,DB16027
Azemiglitazone,COC1=CC=CC(=C1)C(=O)COC1=CC=C(CC2SC(=O)NC2=O)C=C1,DB16028
2-(5-fluoro-pentyl)-2-methyl-malonic-acid,CC(CCCCC[18F])(C(O)=O)C(O)=O,DB16029
VLX1570,[O-][N+](=O)C1=CC(\C=C2/CN(CC\C(=C/C3=CC(=C(F)C=C3)[N+]([O-])=O)C2=O)C(=O)C=C)=CC=C1F,DB16030
TRO40303,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC\C(=N/O)[C@](C)(CCCO)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C,DB16031
GW810781,O\C(=C/C(=O)C1=CC=C(CC2=CC=C(F)C=C2)O1)C1=NNC=N1,DB16032
GSK2798745,CC(C)(O)C1=NC=C(N=C1)N1C[C@@]2(CCC[C@](C)(CN3C=NC4=C3C=C(C=C4)C#N)C2)OC1=O,DB16033
JBPOS0101,C[C@H](OC(N)=O)[C@@H](O)C1=CC=CC=C1Cl,DB16034
BFH772,OCC1=CC(OC2=CC3=CC=CC(C(=O)NC4=CC=CC(=C4)C(F)(F)F)=C3C=C2)=NC=N1,DB16035
ABX-1431,FC(F)(F)C(OC(=O)N1CCN(CC2=CC=C(C=C2N2CCCC2)C(F)(F)F)CC1)C(F)(F)F,DB16036
BI 44370 TA,CC1=CC(C[C@@H](OC(=O)N2CCC(CC2)N2CCC3=C(NC2=O)C=CC=C3)C(=O)N2CCC(CC2)N2CCOCC2)=CC(C)=C1O,DB16037
PLX8394,F[C@@H]1CCN(C1)S(=O)(=O)NC1=CC=C(F)C(C(=O)C2=CNC3=NC=C(C=C23)C2=CN=C(N=C2)C2CC2)=C1F,DB16038
AN2898,OB1OCC2=C1C=CC(OC1=CC(C#N)=C(C=C1)C#N)=C2,DB16039
DU125530,ClC1=CC(N2CCN(CCCCN3C(=O)C4=C(C=CC=C4)S3(=O)=O)CC2)=C2OCCOC2=C1,DB16040
EPI-589,CC1=C(C)C(=O)C(CC[C@@](C)(O)C(N)=O)=C(C)C1=O,DB16041
SB-773812,COC1=C(C=C2CCN(C)CCC2=C1)S(=O)(=O)C1=CC=C(OCC2=CC=C(Cl)C=C2)C=C1,DB16042
PF-06882961,OC(=O)C1=CC=C2N=C(CN3CCC(CC3)C3=NC(OCC4=CC=C(C=C4F)C#N)=CC=C3)N(C[C@@H]3CCO3)C2=C1,DB16043
PF-05212377,CC1=NC2=C(C=CC=C2N1S(=O)(=O)C1=CC=CC=C1)N1CCNCC1,DB16044
TERN-101,CN1C=C(C(O)=O)C2=C1C=C(C=C2)N1CCC(CC1)OCC1=C(ON=C1C1=C(Cl)C=CC=C1Cl)C1CC1,DB16045
TRC150094,CC1=NN(CCC(O)=O)C(C)=C1CC1=CC(C)=C(O)C2=C1CCC2,DB16046
Elraglusib,CN1C=C(C2=C1C=C1OCOC1=C2)C1=C(C(=O)NC1=O)C1=COC2=CC=C(F)C=C12,DB16047
BTRX-246040,CC1=NN(C=C1CN1CCC2(CC1)OCC(F)(F)C1=C2SC(Cl)=C1)C1=NC=CC=C1CO,DB16048
Farudodstat,COC1=CC(=CC=C1)C1=CC(F)=C(NC2=C(C=CC=N2)C(O)=O)C(F)=C1,DB16049
FF-10101-01,CCCNC1=NC(NC2=CC=C(C=C2)C#N)=NC=C1C#CCCCNC(=O)[C@H](C)N(C)C(=O)\C=C\CN(C)C,DB16050
MOL-4239,C[C@H](NC(=O)C(=C\C=C\C1=CC=CC(Br)=N1)\C#N)C1=CC=CC=C1,DB16051
2'-Fucosyllactose,[H][C@@](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O[C@]1([H])O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]1O)([C@H](O)CO)[C@H](O)[C@@H](O)C=O,DB16052
ARRY-502,COC1=CC(Cl)=CC=C1CCNC(=O)C1=CC=C(OC2=CC3=C(C=C2Cl)[C@H](CCO3)C(O)=O)C=C1,DB16053
INCB-057643,CN1C=C(C2=C(NC=C2)C1=O)C1=C2OC(C)(C)C(=O)N(C)C2=CC(=C1)S(C)(=O)=O,DB16054
PT-2385,CS(=O)(=O)C1=C2[C@H](O)C(F)(F)CC2=C(OC2=CC(=CC(F)=C2)C#N)C=C1,DB16055
GZ-389988,COC1=CC=C(COC2=CC=C(CN3C(N)=NC4=C3N=CC(=C4)C3=CN(C)N=C3)C=C2OC)C=C1,DB16056
OBI-3424,C[C@@H](OP(=O)(N1CC1)N1CC1)C1=CC(OC2=CC(=CC=C2)C(=O)N(C)C)=C(C=C1)[N+]([O-])=O,DB16057
AK106-001616,CN1N=CC2=C1C=CC(=C2)C1=C(OC2CC3=C(C2)C=CC=C3)C(N)=CC(CCC(O)=O)=C1,DB16058
IDE-196,CC1(N)CCN(CC1)C1=CC=CN=C1NC(=O)C1=C(N)N=CC(=N1)C1=C(C=CC=N1)C(F)(F)F,DB16059
V116517,OC[C@@H](O)C1=CN=C(C(Cl)=C1)C1=CCN(CC1)C(=O)NC1=CC=C(C=N1)C(F)(F)F,DB16060
Samuraciclib,CC(C)C1=C2N=C(NC[C@H]3CCNC[C@@H]3O)C=C(NCC3=CC=CC=C3)N2N=C1,DB16061
Ro 24-7429,CNC1=NC2=C(C=C(Cl)C=C2)C(=NC1)C1=CC=CN1,DB16062
2X-121,O=C1NN=C2NC(CN3CC4=C(C3)C=CC=C4)=NC3=C2C1=CC=C3,DB16063
LY-3200882,CC(C)(O)C1=CC(NC2=CC(OC3=CN(N=C3C3CCOCC3)C3CC3)=CC=N2)=CC=N1,DB16064
Proxalutamide,CC1(C)N(C(=S)N(C1=O)C1=C(F)C(=C(C=C1)C#N)C(F)(F)F)C1=CN=C(CCCC2=NC=CO2)C=C1,DB16065
CCX-140,CC1=CC(NS(=O)(=O)C2=CC=C(Cl)C(=C2)C(F)(F)F)=C(N=C1)C(=O)C1=C2C=CNC2=NC=N1,DB16066
TAK-831,OC1=CC(CCC2=CC=C(C=C2)C(F)(F)F)=NNC1=O,DB16067
BTRX-335140,CCC1=CC(F)=C2N=C(N3CCC(CC3)NC3CCOCC3)C(C3=NC(C)=NO3)=C(C)C2=C1,DB16068
SP-420,COCCOCCOC1=CC(O)=C(C=C1)C1=N[C@](C)(CS1)C(O)=O,DB16069
KZR-616,COC1=CC=C(C=C1)[C@@H](O)[C@H](NC(=O)[C@H](C)NC(=O)CN1CCOCC1)C(=O)N[C@@H](CC1=CCCC1)C(=O)[C@@]1(C)CO1,DB16070
4'-Thio-fac,NC1=NC(=O)N(C=C1)[C@@H]1S[C@H](CO)[C@@H](O)[C@@H]1F,DB16071
ORP-101,[H][C@@]12OC3=C4C(C[C@H]5N(CC6CC6)CC[C@@]14[C@@]51CC[C@@]2(OC)[C@]([H])(C1)[C@](C)(O)C(C)(C)C)=CC=C3OCCOC1=CC=C2C[C@H]3N(CC4CC4)CC[C@]45C2=C1O[C@@]4([H])[C@]1(CC[C@@]35C[C@]1([H])[C@](C)(O)C(C)(C)C)OC,DB16072
AZD8529,CC1=CC(=CC2=C1C(=O)N(CC1=CC=C(OC(F)(F)F)C=C1)C2)C1=NC(CN2CCNCC2)=NO1,DB16073
LY2828360,CN1CCN(CC1)C1=C2N=C(N(C3CCOCC3)C2=NC(C)=N1)C1=CC=CC=C1Cl,DB16074
8-Chloroadenosine,NC1=NC=NC2=C1N=C(Cl)N2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,DB16075
GSK2245035,CCC[C@H](C)OC1=NC(N)=C2NC(=O)N(CCCCCN3CCCCC3)C2=N1,DB16076
Abeprazan,CNCC1=CN(C(=C1OC)C1=C(F)C=C(F)C=C1)S(=O)(=O)C1=CC(F)=CC=C1,DB16078
Aclimostat,[H][C@@]1([C@H](OC)[C@@H](CC[C@]11CO1)OC(=O)N1CC(CCN2CCOCC2)C1)[C@@]1(C)O[C@@H]1CC=C(C)C,DB16079
Acolbifene,CC1=C([C@@H](OC2=C1C=CC(O)=C2)C1=CC=C(OCCN2CCCCC2)C=C1)C1=CC=C(O)C=C1,DB16080
Acrizanib,CNCC1=CC(OC2=CC=C3N(C=CC3=C2)C(=O)NC2=NN(C)C(=C2)C(F)(F)F)=NC=N1,DB16081
Adelmidrol,OCCNC(=O)CCCCCCCC(=O)NCCO,DB16083
Iron (III) oxide adipate,[O-]C(=O)CCCCC([O-])=O,DB16084
Aganepag isopropyl,CCCCC[C@H](O)C1=CC=C(C=C1)N1[C@@H](CCCC2=CC=C(S2)C(=O)OC(C)C)CCC1=O,DB16085
Alflutinib,CN(C)CCN(C)C1=NC(OCC(F)(F)F)=C(NC2=NC=CC(=N2)C2=CN(C)C3=C2C=CC=C3)C=C1NC(=O)C=C,DB16087
Amtolmetin guacil,CN1C(CC(=O)NCC(O)=O)=CC=C1C(=O)C1=CC=C(C)C=C1,DB16088
APG-1387,[H][C@]12CC[C@H](N1C(=O)[C@H](CN(CC2)S(=O)(=O)C1=CC(=CC=C1)S(=O)(=O)N1CC[C@@]2([H])CC[C@H](N2C(=O)[C@H](C1)NC(=O)[C@H](C)NC)C(=O)NC(C1=CC=CC=C1)C1=CC=CC=C1)NC(=O)[C@H](C)NC)C(=O)NC(C1=CC=CC=C1)C1=CC=CC=C1,DB16095
Artemisone,[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(O[C@H]([C@@H]2C)N1CCS(=O)(=O)CC1)O4,DB16097
Atogepant,C[C@@H]1[C@@H](C[C@H](NC(=O)C2=CN=C3C[C@]4(CC3=C2)C(=O)NC2=C4C=CC=N2)C(=O)N1CC(F)(F)F)C1=C(F)C(F)=CC=C1F,DB16098
Axomadol,COC1=CC=CC(=C1)[C@]1(O)C[C@@H](O)CC[C@H]1CN(C)C,DB16100
Baicalein,OC1=CC2=C(C(O)=C1O)C(=O)C=C(O2)C1=CC=CC=C1,DB16101
Bakuchiol,CC(C)=CCC[C@@](C)(C=C)\C=C\C1=CC=C(O)C=C1,DB16102
Batabulin,COC1=C(F)C=C(NS(=O)(=O)C2=C(F)C(F)=C(F)C(F)=C2F)C=C1,DB16103
GSK2256098,CONC(=O)C1=CC=CC=C1NC1=CC(NC2=CC(C)=NN2C(C)C)=NC=C1Cl,DB16106
BI 2536,CC[C@H]1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O,DB16107
TAK-715,CCC1=NC(=C(S1)C1=CC(NC(=O)C2=CC=CC=C2)=NC=C1)C1=CC=CC(C)=C1,DB16108
GED-0507-34-Levo,CO[C@@H](CC1=CC=C(N)C=C1)C(O)=O,DB16109
GSK232802,CC1(C)CC(CC(C)(C)C1)=C(C1=CC=C(O)C=C1)C1=CC=C(C=C1)C(O)=O,DB16110
CR6086,OC(=O)C1=CC=C(C=C1)C1(CC1)NC(=O)C1CC2(CC2)CCN1CC1=CC=C(C=C1)C(F)(F)F,DB16111
OT-730,CC1=CC(O)=C(O)C=C1C(=O)OC[C@H](CNC(C)(C)CNC(=O)C1CCOC1)OC(=O)C1(C)CC1,DB16112
HIV Integrase Inhibitor,CN1C(=O)C(O)=C(N=C1N1CCCCS1(=O)=O)C(=O)NCC1=CC=C(F)C=C1,DB16114
Buprenorphine hemiadipate,[H][C@@]12OC3=C4C(C[C@H]5N(CC6CC6)CC[C@@]14[C@@]51CC[C@@]2(OC)[C@]([H])(C1)[C@](C)(O)C(C)(C)C)=CC=C3OC(=O)CCCCC(O)=O,DB16117
Capadenoson,NC1=NC(SCC2=CSC(=N2)C2=CC=C(Cl)C=C2)=C(C#N)C(C2=CC=C(OCCO)C=C2)=C1C#N,DB16118
Carotegrast methyl,COC(=O)[C@H](CC1=CC=C(C=C1)N1C(=O)N(C)C2=C(C=C(C=C2)N(C)C)C1=O)NC(=O)C1=C(Cl)C=CC=C1Cl,DB16119
Epigallo Catechin Gallate,OC1=CC2=C(C[C@H](OC(=O)C3=CC(O)=C(O)C(O)=C3)[C@H](O2)C2=CC(O)=C(O)C=C2)C(O)=C1,DB16120
Centhaquine,CC1=CC(=CC=C1)N1CCN(CCC2=CC=C3C=CC=CC3=N2)CC1,DB16122
Ceralifimod,CCCC1=CC=C(COC2=CC3=C(C=C2)C(C)=C(CN2CC(C2)C(O)=O)CC3)C(OC)=C1,DB16123
Chiauranib,COC1=CC=C2C(OC3=CC4=CC=CC(C(=O)NC5=CC=CC=C5N)=C4C=C3)=CC=NC2=C1,DB16124
Ciforadenant,CC1=CC=C(O1)C1=C2N=NN(CC3=CC=CC(CO[C@H]4CCOC4)=N3)C2=NC(N)=N1,DB16125
Cinaciguat,OC(=O)CCCCN(CCC1=C(OCC2=CC=C(CCC3=CC=CC=C3)C=C2)C=CC=C1)CC1=CC=C(C=C1)C(O)=O,DB16126
TZP-102,CC(C)C[C@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@@H](NC[C@@H](C)OC2=C(CC[C@H](C)NC1=O)C=CC=C2)C1CC1,DB16129
Dapansutrile,CS(=O)(=O)CCC#N,DB16130
Deferitrin,C[C@@]1(CSC(=N1)C1=CC=C(O)C=C1O)C(O)=O,DB16132
Delgocitinib,C[C@H]1CN(C(=O)CC#N)[C@]11CCN(C1)C1=C2C=CNC2=NC=N1,DB16133
Denagliptin,N[C@@H](C(C1=CC=C(F)C=C1)C1=CC=C(F)C=C1)C(=O)N1C[C@@H](F)C[C@H]1C#N,DB16134
Desidustat,OC(=O)CNC(=O)C1=C(O)C2=CC=CC=C2N(OCC2CC2)C1=O,DB16135
Dexisometheptene mucate,CN[C@H](C)CCC=C(C)C,DB16136
Dezapelisib,C[C@H](NC1=C2N=CNC2=NC=N1)C1=C(C(=O)N2C(C)=CSC2=N1)C1=CC=CC(F)=C1,DB16137
Diflomotecan,CC[C@@]1(O)CC(=O)OCC2=C1C=C1N(CC3=CC4=CC(F)=C(F)C=C4N=C13)C2=O,DB16138
DAR-0100A,[H][C@@]12CCC3=C(C=C(O)C(O)=C3)[C@@]1([H])C1=C(CN2)C=CC=C1,DB16139
Dimethandrolone Undecanoate,[H][C@@]12CC[C@H](OC(=O)CCCCCCCCCC)[C@@]1(C)C[C@H](C)[C@]1([H])[C@@]3([H])CCC(=O)C=C3C[C@@H](C)[C@@]21[H],DB16141
Acetyldinaline,NC1=CC=C(C=C1)C(=O)NC1=CC=CC=C1N,DB16142
Dirocaftor,C[Si](C)(C)C1=CC(=C(O)C=C1NC(=O)C1=CNC2=C(C=CC=C2)C1=O)[Si](C)(C)C,DB16143
Dopastatin,[H][C@@]12CC3=CNC4=C3C(=CC=C4)[C@@]1([H])C[C@@H](CSCC(=O)NCCCC[C@@H](NC(=O)CSC[C@H]1CN(CCC)[C@]3([H])CC4=CNC5=C4C(=CC=C5)[C@@]3([H])C1)C(=O)N[C@H]1CSSC[C@H](NC(=O)[C@H](CC)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CC3=CNC4=C3C=CC=C4)NC(=O)[C@H](CC3=CC=C(O)C=C3)NC1=O)C(=O)N[C@@H]([C@@H](C)O)C(N)=O)CN2CCC,DB16144
Dotinurad,OC1=C(Cl)C=C(C=C1Cl)C(=O)N1CS(=O)(=O)C2=CC=CC=C12,DB16145
Dynorphin,[H][C@](NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)CC1=CC=C(O)C=C1)([C@@H](C)CC)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(O)=O,DB16146
Ebopiprant,CC(C)[C@H](N)C(=O)OCC[C@H](NC(=O)[C@@H]1SCCN1S(=O)(=O)C1=CC=C(C=C1)C1=CC=CC=C1)C1=CC=C(F)C=C1,DB16147
Ecraprost,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(OC(=O)CCC)=C1CCCCCCC(=O)OCCCC,DB16148
VEGFR2-169,CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(N)=O)NC(=O)CNC(=O)[C@H](CC(O)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](N)CCCNC(N)=N)C(C)C)C(O)=O,DB16152
Eltanexor,NC(=O)C(=C\N1C=NC(=N1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)\C1=CN=CN=C1,DB16153
Ensifentrine,COC1=C(OC)C=C2C(CCN3C(=O)N(CCNC(N)=O)\C(C=C23)=N\C2=C(C)C=C(C)C=C2C)=C1,DB16157
Esflurbiprofen,C[C@H](C(O)=O)C1=CC(F)=C(C=C1)C1=CC=CC=C1,DB16159
ASTX660,C[C@@H]1CN(CC(=O)N2CC(C)(C)C3=C2C=C(CC2=CC=C(F)C=C2)C(CO)=N3)[C@@H](CN2CCOC[C@H]2C)CN1,DB16160
Exicorilant,[H][C@@]12CCN(C[C@]1(CC1=C(C2)N(N=C1)C1=CC=C(F)C=C1)C(=O)C1=CC(=CC=N1)C(F)(F)F)S(=O)(=O)C1=NN(C)N=C1,DB16162
Fasoracetam,O=C([C@H]1CCC(=O)N1)N1CCCCC1,DB16163
Fenpyroximate,CN1N=C(C)C(\C=N\OCC2=CC=C(C=C2)C(=O)OC(C)(C)C)=C1OC1=CC=CC=C1,DB16164
Finerenone,CCOC1=NC=C(C)C2=C1[C@H](C1=CC=C(C=C1OC)C#N)C(C(N)=O)=C(C)N2,DB16165
Firsocostat,COC1=CC=CC=C1[C@H](CN1C2=C(C(C)=C(S2)C2=NC=CO2)C(=O)N(C1=O)C(C)(C)C(O)=O)OC1CCOCC1,DB16166
Fisogatinib,COC1=CC(OC)=C(Cl)C(=C1Cl)C1=CC2=CN=C(N[C@@H]3COCC[C@@H]3NC(=O)C=C)N=C2C=C1,DB16167
Fluorocyclopentenylcytosine,NC1=NC(=O)N(C=C1)[C@H]1[C@H](O)[C@H](O)C(CO)=C1F,DB16168
Fonadelpar,CC(C)C1=C(CCC2=NOC3=CC(OCC(O)=O)=C(C)C=C23)SC(=N1)C1=CC=C(C=C1)C(F)(F)F,DB16169
Foscarbidopa,C[C@@](CC1=CC=C(OP(O)(O)=O)C(O)=C1)(NN)C(O)=O,DB16171
Foslinanib,COC1=C(OP(O)(O)=O)C2=C(NC(=CC2=O)C2=CC(F)=CC=C2)C=C1,DB16172
Ganaplacide,CC1(C)N(CCN2C(NC3=CC=C(F)C=C3)=C(N=C12)C1=CC=C(F)C=C1)C(=O)CN,DB16173
AIM-102,N[C@H](CC1CCCCC1)C(=O)N[C@H](CCC(O)=O)C(=O)NCC(O)=O,DB16176
ABH001,O=C1COC(=O)CO1,DB16177
CXD101,CN1C=C(CN2CCC(CC2)C2=CC=C(C=C2)C(=O)NC2=CC=CC=C2N)C(C)=N1,DB16182
Hemoporfin,CC(O)C1=C2NC(\C=C3/N=C(/C=C4\N\C(=C/C5=N/C(=C\2)/C(C)=C5C(C)O)C(C)=C4CCC(O)=O)C(CCC(O)=O)=C3C)=C1C,DB16183
Hetrombopag,CC1=NN(C(=O)\C1=N/NC1=C(O)C(=CC=C1)C1=CC=C(O1)C(O)=O)C1=CC=C2CCCCC2=C1,DB16184
HQP1351,CN1CCN(CC2=C(C=C(NC(=O)C3=CC(C#CC4=CC5=C(NN=C5)N=C4)=C(C)C=C3)C=C2)C(F)(F)F)CC1,DB16185
PEN-866,CCC1=C2CN3C(=CC4=C(COC(=O)[C@]4(O)CC)C3=O)C2=NC2=CC=C(OC(=O)N3CCC(CCN4C=CC5=CC(=CC=C45)N4C(=O)NN=C4C4=CC(C(C)C)=C(O)C=C4O)CC3)C=C12,DB16186
C-peptide,CC(C)C[C@H](NC(=O)[C@H](CCC(O)=O)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](C)NC(=O)[C@@H](N)CCC(O)=O)C(C)C)C(C)C)C(=O)NCC(=O)NCC(=O)NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)N[C@@H](C)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(O)=O,DB16187
Ibezapolstat,ClC1=C(Cl)C=C(CNC2=NC(=O)C3=C(N2)N=CN3CCN2CCOCC2)C=C1,DB16189
Ifidancitinib,COC1=C(F)C(C)=CC(NC2=NC=C(C)C(NC3=CC=C4OC(=O)NC4=C3)=N2)=C1,DB16191
Imaradenant,CC1=NC(Cl)=CC(=C1)C1=NN=C(N)N=C1C1=CC=C(F)C=C1,DB16192
IMR-687,C[C@@H]1CN(CC2=NC=CC=N2)C[C@H]1C1=CN2C(=NC=C2C(=O)N1)C1CCOCC1,DB16193
Imidazole-4-carboxylic acid,OC(=O)C1=CNC=N1,DB16194
Iptacopan,CCO[C@H]1CCN(CC2=C(OC)C=C(C)C3=C2C=CN3)[C@@H](C1)C1=CC=C(C=C1)C(O)=O,DB16200
Isopentane,CCC(C)C,DB16203
"Isoquinoline, 7-(2-(3,6-dihydro-4-(3-(trifluoromethyl)phenyl)-1(2h)-pyridinyl)ethyl)-",FC(F)(F)C1=CC(=CC=C1)C1=CCN(CCC2=CC3=C(C=CN=C3)C=C2)CC1,DB16204
Ispronicline,CN[C@@H](C)C\C=C\C1=CC(OC(C)C)=CN=C1,DB16205
Janagliflozin,OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C1=CC(CC2=CC=C(O[C@H]3C[C@@H]4C[C@@H]4C3)C=C2)=C(Cl)C=C1,DB16209
Ladarixin,C[C@@H](C(=O)NS(C)(=O)=O)C1=CC=C(OS(=O)(=O)C(F)(F)F)C=C1,DB16212
Ladostigil,CCN(C)C(=O)OC1=CC2=C(CC[C@H]2NCC#C)C=C1,DB16213
Landipirdine,NC(=O)NC[C@@H]1CCCC2=CC(=CC=C12)S(=O)(=O)C1=CC(F)=CC=C1,DB16214
Lapaquistat,COC1=CC=CC([C@H]2O[C@H](CC(=O)N3CCC(CC(O)=O)CC3)C(=O)N(CC(C)(C)CO)C3=C2C=C(Cl)C=C3)=C1OC,DB16215
Lazertinib,COC1=C(NC2=NC=CC(=N2)N2C=C(CN(C)C)C(=N2)C2=CC=CC=C2)C=C(NC(=O)C=C)C(=C1)N1CCOCC1,DB16216
Leniolisib,CCC(=O)N1CC[C@@H](C1)NC1=C2CN(CCC2=NC=N1)C1=CN=C(OC)C(=C1)C(F)(F)F,DB16217
Lerociclib,CC(C)N1CCN(CC1)C1=CC=C(NC2=NC=C3C=C4N(C3=N2)C2(CCCCC2)CNC4=O)N=C1,DB16218
Levonadifloxacin,C[C@H]1CCC2=C(N3CCC(O)CC3)C(F)=CC3=C2N1C=C(C(O)=O)C3=O,DB16219
Lonaprisan,[H][C@@]12CC[C@@](O)(C(F)(F)C(F)(F)F)[C@@]1(C)C[C@H](C1=CC=C(C=C1)C(C)=O)C1=C3CCC(=O)C=C3CC[C@@]21[H],DB16221
Lunasine,COC1=CC=CC2=C1[N+](C)=C1O[C@H](CC1=C2OC)C(C)C,DB16223
